,year,country_name,country_code,value,data_source,yoy_growth,growth_category,cagr_3yr
1337,2017,Dominica,DMA,69.6197,Original,3.863493957929265,Stable,6.583039449945738
1338,2018,Dominica,DMA,71.670274624591,Imputed,2.945394226908493,Stable,3.309891155254241
1339,2019,Dominica,DMA,73.3819,Original,2.3881942470215023,Stable,3.0639012418020695
1340,2020,Dominica,DMA,75.6567,Original,3.0999469896527687,Stable,2.8107235487913496
1341,2021,Dominica,DMA,82.3506,Original,8.847729282403272,Moderate Growth,4.739195327237211
1342,2022,Dominica,DMA,83.3767,Original,1.2460139938264003,Stable,4.348269196450705
1343,2023,Dominica,DMA,87.51372809480927,Imputed,4.961851566216069,Stable,4.97267482064172
1344,2000,Dominican Republic,DOM,3.70469,Original,,,
1345,2001,Dominican Republic,DOM,4.42939,Original,19.561690721760794,Moderate Growth,
1346,2002,Dominican Republic,DOM,6.82373,Original,54.05575034034034,High Growth,
1347,2003,Dominican Republic,DOM,7.89839,Original,15.748864623893377,Moderate Growth,28.705043888768355
1348,2004,Dominican Republic,DOM,8.86555,Original,12.24502715110296,Moderate Growth,26.024191776460537
1349,2005,Dominican Republic,DOM,11.4832,Original,29.52608693200083,High Growth,18.945230289496795
1350,2006,Dominican Republic,DOM,14.8449,Original,29.27494078305699,High Growth,23.40882976002554
1351,2007,Dominican Republic,DOM,17.66,Original,18.96341504489756,Moderate Growth,25.82347399585201
1352,2008,Dominican Republic,DOM,20.82,Original,17.893544733861845,Moderate Growth,21.938055561011605
1353,2009,Dominican Republic,DOM,27.72,Original,33.141210374639755,High Growth,23.141748679167872
1354,2010,Dominican Republic,DOM,31.4,Original,13.275613275613285,Moderate Growth,21.147088958577708
1355,2011,Dominican Republic,DOM,38.0,Original,21.019108280254773,High Growth,22.20837156887732
1356,2012,Dominican Republic,DOM,42.32,Original,11.368421052631582,Moderate Growth,15.1465183923017
1357,2013,Dominican Republic,DOM,45.9,Original,8.459357277882784,Moderate Growth,13.49089279822362
1358,2014,Dominican Republic,DOM,49.58,Original,8.017429193899783,Moderate Growth,9.271685469857571
1359,2015,Dominican Republic,DOM,54.2158,Original,9.35014118596209,Moderate Growth,8.607563413299868
1360,2016,Dominican Republic,DOM,63.8709,Original,17.80864618801161,Moderate Growth,11.642644912813193
1361,2017,Dominican Republic,DOM,67.5712,Original,5.793405134419594,Moderate Growth,10.871103412242755
1362,2018,Dominican Republic,DOM,74.822,Original,10.730607122561086,Moderate Growth,11.33570941772033
1363,2019,Dominican Republic,DOM,79.7155,Original,6.5401887145492,Moderate Growth,7.666330814974165
1364,2020,Dominican Republic,DOM,81.6173,Original,2.3857342674887594,Stable,6.497692349342721
1365,2021,Dominican Republic,DOM,85.243,Original,4.442317988955757,Stable,4.442310532302729
1366,2022,Dominican Republic,DOM,84.3832,Original,-1.008645871215219,Stable,1.914913162614229
1367,2023,Dominican Republic,DOM,90.71549984189551,Imputed,7.5042186618847095,Moderate Growth,3.5856887527432324
1368,2000,Ecuador,ECU,1.46219,Original,,,
1369,2001,Ecuador,ECU,2.67044,Original,82.6328999651208,High Growth,
1370,2002,Ecuador,ECU,4.2608,Original,59.55423076346966,High Growth,
1371,2003,Ecuador,ECU,4.46023,Original,4.680576417574178,Stable,45.02776305581562
1372,2004,Ecuador,ECU,4.83444,Original,8.389926080045186,Moderate Growth,21.876820713759095
1373,2005,Ecuador,ECU,5.99426,Original,23.990782800076115,High Growth,12.050760665574511
1374,2006,Ecuador,ECU,7.2,Original,20.11490993050018,High Growth,17.30731125528333
1375,2007,Ecuador,ECU,10.8,Original,50.0,High Growth,30.725163484996763
1376,2008,Ecuador,ECU,18.8,Original,74.07407407407408,High Growth,46.377420934820556
1377,2009,Ecuador,ECU,24.6,Original,30.85106382978724,High Growth,50.614760968263184
1378,2010,Ecuador,ECU,29.03,Original,18.00813008130082,Moderate Growth,39.040427192685726
1379,2011,Ecuador,ECU,31.3668,Original,8.049603858077848,Moderate Growth,18.605306960676636
1380,2012,Ecuador,ECU,35.1351,Original,12.013657752783203,Moderate Growth,12.616500813995435
1381,2013,Ecuador,ECU,40.2791,Original,14.640630025245404,Moderate Growth,11.534932148350418
1382,2014,Ecuador,ECU,45.5904,Original,13.186242989540498,Moderate Growth,13.27508479143753
1383,2015,Ecuador,ECU,48.9404,Original,7.348038183477201,Moderate Growth,11.68000898546433
1384,2016,Ecuador,ECU,54.0629,Original,10.466812694624483,Moderate Growth,10.307877123713727
1385,2017,Ecuador,ECU,55.8,Original,3.2131091746835594,Stable,6.9679317677613595
1386,2018,Ecuador,ECU,57.5,Original,3.046594982078865,Stable,5.519674622050386
1387,2019,Ecuador,ECU,59.2,Original,2.9565217391304355,Stable,3.0720205078672347
1388,2020,Ecuador,ECU,70.7,Original,19.42567567567568,Moderate Growth,8.208590059175735
1389,2021,Ecuador,ECU,70.2073,Original,-0.6968882602545912,Stable,6.882058351387332
1390,2022,Ecuador,ECU,69.7181,Original,-0.6967936382683781,Stable,5.602600279728565
1391,2023,Ecuador,ECU,72.6943,Original,4.268905779130505,Stable,0.9315590566729481
1392,2000,"Egypt, Arab Rep.",EGY,0.641265,Original,,,
1393,2001,"Egypt, Arab Rep.",EGY,0.838946,Original,30.826725300772683,High Growth,
1394,2002,"Egypt, Arab Rep.",EGY,2.72,Original,200.0,High Growth,
1395,2003,"Egypt, Arab Rep.",EGY,4.03789,Original,48.45183823529411,High Growth,84.65978075945412
1396,2004,"Egypt, Arab Rep.",EGY,11.92,Original,195.2036831117242,High Growth,100.0
1397,2005,"Egypt, Arab Rep.",EGY,12.75,Original,6.963087248322153,Moderate Growth,67.35823752054237
1398,2006,"Egypt, Arab Rep.",EGY,13.66,Original,7.137254901960777,Moderate Growth,50.117758774939205
1399,2007,"Egypt, Arab Rep.",EGY,16.03,Original,17.349926793557845,Moderate Growth,10.378822211743334
1400,2008,"Egypt, Arab Rep.",EGY,18.01,Original,12.351840299438543,Moderate Growth,12.202149259528582
1401,2009,"Egypt, Arab Rep.",EGY,20.0,Original,11.04941699056079,Moderate Growth,13.551558360330151
1402,2010,"Egypt, Arab Rep.",EGY,21.6,Original,8.000000000000007,Moderate Growth,10.451955587377725
1403,2011,"Egypt, Arab Rep.",EGY,25.6,Original,18.518518518518512,Moderate Growth,12.436870918807275
1404,2012,"Egypt, Arab Rep.",EGY,26.4,Original,3.124999999999978,Stable,9.696131048652369
1405,2013,"Egypt, Arab Rep.",EGY,29.4,Original,11.363636363636353,Moderate Growth,10.823329352516264
1406,2014,"Egypt, Arab Rep.",EGY,33.8946,Original,15.287755102040812,Moderate Growth,9.807039463940793
1407,2015,"Egypt, Arab Rep.",EGY,37.8194,Original,11.579425631221518,Moderate Growth,12.729323964923855
1408,2016,"Egypt, Arab Rep.",EGY,41.2481,Original,9.065982009233364,Moderate Growth,11.948653085377781
1409,2017,"Egypt, Arab Rep.",EGY,44.9502,Original,8.975201281998446,Moderate Growth,9.866942450507477
1410,2018,"Egypt, Arab Rep.",EGY,46.9243,Original,4.3917490912165125,Stable,7.455270736440145
1411,2019,"Egypt, Arab Rep.",EGY,57.2829,Original,22.075129517115855,High Growth,11.568180192764487
1412,2020,"Egypt, Arab Rep.",EGY,71.9142,Original,25.5421775084711,High Growth,16.957391876207506
1413,2021,"Egypt, Arab Rep.",EGY,72.056,Original,0.19717941658254912,Stable,15.369439406542407
1414,2022,"Egypt, Arab Rep.",EGY,72.1981,Original,0.1972077273231898,Stable,8.01902610941605
1415,2023,"Egypt, Arab Rep.",EGY,68.57160207905144,Imputed,-5.022982489772653,Moderate Decline,-1.5739897971080774
1416,2000,El Salvador,SLV,1.1774,Original,,,
1417,2001,El Salvador,SLV,1.5,Original,27.399354509937158,High Growth,
1418,2002,El Salvador,SLV,1.9,Original,26.66666666666666,High Growth,
1419,2003,El Salvador,SLV,2.5,Original,31.578947368421062,High Growth,28.530242144762184
1420,2004,El Salvador,SLV,3.2,Original,28.000000000000004,High Growth,28.731917947417294
1421,2005,El Salvador,SLV,4.2,Original,31.25,High Growth,30.266245583805727
1422,2006,El Salvador,SLV,5.5,Original,30.952380952380953,High Growth,30.059144685138705
1423,2007,El Salvador,SLV,6.11,Original,11.090909090909108,Moderate Growth,24.0596097370982
1424,2008,El Salvador,SLV,10.08,Original,64.97545008183306,High Growth,33.88659001643391
1425,2009,El Salvador,SLV,12.11,Original,20.138888888888886,High Growth,30.09496378490757
1426,2010,El Salvador,SLV,15.9,Original,31.29644921552437,High Growth,37.54726882951036
1427,2011,El Salvador,SLV,18.9,Original,18.867924528301884,Moderate Growth,23.31060371652349
1428,2012,El Salvador,SLV,20.3214,Original,7.520634920634928,Moderate Growth,18.83284472396587
1429,2013,El Salvador,SLV,23.1093,Original,13.719035105848999,Moderate Growth,13.273909204316258
1430,2014,El Salvador,SLV,24.7617,Original,7.150368033648791,Moderate Growth,9.422395397020832
1431,2015,El Salvador,SLV,26.8026,Original,8.242164310204881,Moderate Growth,9.666613713554973
1432,2016,El Salvador,SLV,28.9971,Original,8.187638512681605,Moderate Growth,7.858884708681213
1433,2017,El Salvador,SLV,33.8207,Original,16.634766924968368,Moderate Growth,10.951721451036311
1434,2018,El Salvador,SLV,43.8,Original,29.5064856729754,High Growth,17.787461405420736
1435,2019,El Salvador,SLV,50.4912,Original,15.276712328767129,Moderate Growth,20.305932047310527
1436,2020,El Salvador,SLV,54.6014,Original,8.14042843109295,Moderate Growth,17.311447997196396
1437,2021,El Salvador,SLV,58.5986,Original,7.32069141084295,Moderate Growth,10.188865070714236
1438,2022,El Salvador,SLV,62.8885,Original,7.320823364380735,Moderate Growth,7.5932884158823155
1439,2023,El Salvador,SLV,55.91326245059281,Imputed,-11.091435714649245,Moderate Decline,0.7945425927066818
1440,2000,Equatorial Guinea,GNQ,0.132355,Original,,,
1441,2001,Equatorial Guinea,GNQ,0.16526,Original,24.861168826262702,High Growth,
1442,2002,Equatorial Guinea,GNQ,0.321198,Original,94.35919157690911,High Growth,
1443,2003,Equatorial Guinea,GNQ,0.520524,Original,62.05704892309416,High Growth,57.84595924312719
1444,2004,Equatorial Guinea,GNQ,0.84393,Original,62.13085275606889,High Growth,72.20518579372619
1445,2005,Equatorial Guinea,GNQ,1.14979,Original,36.24234237436757,High Growth,52.97315770777207
1446,2006,Equatorial Guinea,GNQ,1.27919,Original,11.254229033127782,Moderate Growth,34.94747588162528
1447,2007,Equatorial Guinea,GNQ,1.55712,Original,21.727030386416413,High Growth,22.651223776657424
1448,2008,Equatorial Guinea,GNQ,1.82,Original,16.882449650637078,Moderate Growth,16.542488423751834
1449,2009,Equatorial Guinea,GNQ,2.13,Original,17.032967032967015,Moderate Growth,18.526333263612194
1450,2010,Equatorial Guinea,GNQ,6.0,Original,181.69014084507046,High Growth,56.77484828013222
1451,2011,Equatorial Guinea,GNQ,11.5,Original,91.66666666666667,High Growth,84.87384941256519
1452,2012,Equatorial Guinea,GNQ,13.9432,Original,21.245217391304337,High Growth,87.06575214908538
1453,2013,Equatorial Guinea,GNQ,16.4,Original,17.620058523151073,Moderate Growth,39.81835853750964
1454,2014,Equatorial Guinea,GNQ,18.86,Original,15.000000000000014,Moderate Growth,17.92737079940734
1455,2015,Equatorial Guinea,GNQ,21.32,Original,13.043478260869579,Moderate Growth,15.20595131856599
1456,2016,Equatorial Guinea,GNQ,23.78,Original,11.538461538461542,Moderate Growth,13.18511959629507
1457,2017,Equatorial Guinea,GNQ,26.24,Original,10.344827586206895,Moderate Growth,11.636800399929626
1458,2018,Equatorial Guinea,GNQ,38.29498632752984,Imputed,45.94125887015947,High Growth,21.558380704035773
1459,2019,Equatorial Guinea,GNQ,49.1337,Original,28.303218546074604,High Growth,27.3666931204396
1460,2020,Equatorial Guinea,GNQ,55.0013,Original,11.942108980190792,Moderate Growth,27.978311104781973
1461,2021,Equatorial Guinea,GNQ,60.5587,Original,10.104124811595373,Moderate Growth,16.505083363169938
1462,2022,Equatorial Guinea,GNQ,66.8193,Original,10.338068683772939,Moderate Growth,10.791765732982505
1463,2023,Equatorial Guinea,GNQ,52.674307203481476,Imputed,-21.169022717266607,Significant Decline,-1.4306348894281284
1464,2000,Eritrea,ERI,0.136712,Original,,,
1465,2001,Eritrea,ERI,0.157815,Original,15.436099245128453,Moderate Growth,
1466,2002,Eritrea,ERI,0.22709,Original,43.89633431549598,High Growth,
1467,2003,Eritrea,ERI,0.0,Imputed,-100.0,Significant Decline,-50.0
1468,2004,Eritrea,ERI,0.0,Imputed,,,-50.0
1469,2005,Eritrea,ERI,0.0,Imputed,,,-50.0
1470,2006,Eritrea,ERI,0.0,Imputed,,,
1471,2007,Eritrea,ERI,0.41,Original,100.0,High Growth,100.0
1472,2008,Eritrea,ERI,0.47,Original,14.634146341463406,Moderate Growth,100.0
1473,2009,Eritrea,ERI,0.54,Original,14.893617021276606,Moderate Growth,100.0
1474,2010,Eritrea,ERI,0.61,Original,12.962962962962955,Moderate Growth,14.16035906906048
1475,2011,Eritrea,ERI,0.7,Original,14.754098360655732,Moderate Growth,14.200163939464971
1476,2012,Eritrea,ERI,0.8,Original,14.285714285714302,Moderate Growth,13.998396445113137
1477,2013,Eritrea,ERI,0.9,Original,12.5,Moderate Growth,13.842447691670268
1478,2014,Eritrea,ERI,0.99,Original,9.999999999999986,Moderate Growth,12.248113698841312
1479,2015,Eritrea,ERI,1.08373,Original,9.46767676767677,Moderate Growth,10.648034293987996
1480,2016,Eritrea,ERI,1.17712,Original,8.61746006846722,Moderate Growth,9.360228693026684
1481,2017,Eritrea,ERI,2.5,Original,112.38276471387793,High Growth,36.17632344054063
1482,2018,Eritrea,ERI,5.3,Original,112.00000000000001,High Growth,69.74028405424495
1483,2019,Eritrea,ERI,11.2,Original,111.32075471698113,High Growth,100.0
1484,2020,Eritrea,ERI,23.8002,Original,100.0,High Growth,100.0
1485,2021,Eritrea,ERI,25.0991,Original,5.457517163721315,Moderate Growth,67.92966686116695
1486,2022,Eritrea,ERI,26.5942,Original,5.9567872951619805,Moderate Growth,33.410384532228846
1487,2023,Eritrea,ERI,15.538471185753679,Imputed,-41.57195484070332,Significant Decline,-13.248719610151472
1488,2000,Estonia,EST,28.577,Original,,,
1489,2001,Estonia,EST,31.5275,Original,10.3247366763481,Moderate Growth,
1490,2002,Estonia,EST,41.52,Original,31.694552374910813,High Growth,
1491,2003,Estonia,EST,45.32,Original,9.152215799614627,Moderate Growth,16.615896535463893
1492,2004,Estonia,EST,53.2,Original,17.387466902030013,Moderate Growth,19.05309750959956
1493,2005,Estonia,EST,61.45,Original,15.507518796992482,Moderate Growth,13.960631576790416
1494,2006,Estonia,EST,63.51,Original,3.3523189585028312,Stable,11.905320959035603
1495,2007,Estonia,EST,66.19,Original,4.219807904267037,Stable,7.554086569172047
1496,2008,Estonia,EST,70.58,Original,6.632421815984291,Moderate Growth,4.72569606400941
1497,2009,Estonia,EST,72.5,Original,2.7203173703598704,Stable,4.5117928562375065
1498,2010,Estonia,EST,74.1,Original,2.2068965517241246,Stable,3.8345636776165426
1499,2011,Estonia,EST,76.5,Original,3.238866396761142,Stable,2.721162821794998
1500,2012,Estonia,EST,78.3899,Original,2.4704575163398745,Stable,2.6378078967390417
1501,2013,Estonia,EST,80.0043,Original,2.0594489851371245,Stable,2.5884277379789156
1502,2014,Estonia,EST,84.2415,Original,5.2962153284261015,Moderate Growth,3.265412780217547
1503,2015,Estonia,EST,88.4097,Original,4.947917594059925,Stable,4.091021092722258
1504,2016,Estonia,EST,87.2402,Original,-1.3228186499897654,Stable,2.9282149339972197
1505,2017,Estonia,EST,88.1025,Original,0.9884204758815462,Stable,1.50498708708946
1506,2018,Estonia,EST,89.357,Original,1.4239096506909465,Stable,0.3558948069228851
1507,2019,Estonia,EST,90.2289,Original,0.9757489620287219,Stable,1.129145294304923
1508,2020,Estonia,EST,89.0583,Original,-1.2973670298540685,Stable,0.36032434871782204
1509,2021,Estonia,EST,90.9797,Original,2.1574631449286397,Stable,0.6016970540372535
1510,2022,Estonia,EST,91.5202,Original,0.5940885714065924,Stable,0.474788166685558
1511,2023,Estonia,EST,93.1834,Original,1.817303720927188,Stable,1.5207265653156332
1512,2000,Eswatini,SWZ,0.926192,Original,,,
1513,2001,Eswatini,SWZ,1.28159,Original,38.371957434311675,High Growth,
1514,2002,Eswatini,SWZ,1.8162,Original,41.7145889090895,High Growth,
1515,2003,Eswatini,SWZ,2.43707,Original,34.18511177183128,High Growth,38.0561186645157
1516,2004,Eswatini,SWZ,3.22869,Original,32.48244818573123,High Growth,36.06896442113048
1517,2005,Eswatini,SWZ,3.69696,Original,14.503405405907666,Moderate Growth,26.734160813645325
1518,2006,Eswatini,SWZ,3.69654,Original,-0.01136068553621028,Stable,14.89711805046734
1519,2007,Eswatini,SWZ,4.1,Original,10.914530885638985,Moderate Growth,8.289372228135683
1520,2008,Eswatini,SWZ,6.85,Original,67.07317073170734,High Growth,22.823633201250804
1521,2009,Eswatini,SWZ,8.94,Original,30.51094890510948,High Growth,34.22931366799959
1522,2010,Eswatini,SWZ,11.04,Original,23.48993288590604,High Growth,39.12176289180731
1523,2011,Eswatini,SWZ,18.13,Original,64.22101449275364,High Growth,38.32555164601277
1524,2012,Eswatini,SWZ,20.7818,Original,14.626585769442912,Moderate Growth,32.469291656616825
1525,2013,Eswatini,SWZ,24.7,Original,18.853997247591646,Moderate Growth,30.790427694727285
1526,2014,Eswatini,SWZ,25.0,Original,1.2145748987854255,Stable,11.304844742946774
1527,2015,Eswatini,SWZ,25.643,Original,2.5719999999999965,Stable,7.257719087321712
1528,2016,Eswatini,SWZ,28.57,Original,11.41442108957611,Moderate Growth,4.971425692274112
1529,2017,Eswatini,SWZ,35.3,Original,23.556177808890432,High Growth,12.18761072865082
1530,2018,Eswatini,SWZ,39.4,Original,11.614730878186963,Moderate Growth,15.392025449226177
1531,2019,Eswatini,SWZ,43.9,Original,11.421319796954311,Moderate Growth,15.394407066075289
1532,2020,Eswatini,SWZ,49.013,Original,11.646924829157168,Moderate Growth,11.560947326649963
1533,2021,Eswatini,SWZ,56.1988,Original,14.661008303919365,Moderate Growth,12.566787857831185
1534,2022,Eswatini,SWZ,58.2502,Original,3.6502558773497062,Stable,9.886489708770064
1535,2023,Eswatini,SWZ,52.40212836363662,Imputed,-10.039573488783526,Moderate Decline,2.2537428369997503
1536,2000,Ethiopia,ETH,0.0152638,Original,,,
1537,2001,Ethiopia,ETH,0.0371624,Original,143.46755067545436,High Growth,
1538,2002,Ethiopia,ETH,0.0724023,Original,94.82676038146084,High Growth,
1539,2003,Ethiopia,ETH,0.105812,Original,46.14452855779443,High Growth,90.6736815798046
1540,2004,Ethiopia,ETH,0.155335,Original,46.802820096019346,High Growth,61.085032625469026
1541,2005,Ethiopia,ETH,0.21966,Original,41.410499887340265,High Growth,44.76587696007157
1542,2006,Ethiopia,ETH,0.310593,Original,41.39715924610763,High Growth,43.18106225412266
1543,2007,Ethiopia,ETH,0.37,Original,19.126960362918677,Moderate Growth,33.550074339333925
1544,2008,Ethiopia,ETH,0.45,Original,21.62162162162162,High Growth,27.004910126272396
1545,2009,Ethiopia,ETH,0.54,Original,19.999999999999996,Moderate Growth,20.245093785029454
1546,2010,Ethiopia,ETH,0.75,Original,38.888888888888886,High Growth,26.557099564834672
1547,2011,Ethiopia,ETH,1.1,Original,46.66666666666668,High Growth,34.70800068740634
1548,2012,Ethiopia,ETH,2.9,Original,163.63636363636363,High Growth,75.11959574976336
1549,2013,Ethiopia,ETH,4.6,Original,58.6206896551724,High Growth,83.04822535181057
1550,2014,Ethiopia,ETH,7.7,Original,67.3913043478261,High Growth,91.29311827723889
1551,2015,Ethiopia,ETH,13.8552,Original,79.93766233766233,High Growth,68.42437087004396
1552,2016,Ethiopia,ETH,15.3669,Original,10.910705006062704,Moderate Growth,49.489082990588315
1553,2017,Ethiopia,ETH,15.6,Original,1.5168967065576133,Stable,26.535181119719354
1554,2018,Ethiopia,ETH,15.9,Original,1.9230769230769384,Stable,4.6955224302232645
1555,2019,Ethiopia,ETH,16.0,Original,0.6289308176100628,Stable,1.3548586972524035
1556,2020,Ethiopia,ETH,16.0696,Original,0.4350000000000076,Stable,0.9935153861262425
1557,2021,Ethiopia,ETH,16.6981,Original,3.911111664260458,Stable,1.64592625492328
1558,2022,Ethiopia,ETH,19.3781,Original,16.049730208826162,Moderate Growth,6.593421667186217
1559,2023,Ethiopia,ETH,18.472462750988143,Imputed,-4.673509007652232,Stable,4.754634118214751
1560,2000,Faroe Islands,FRO,32.9164,Original,,,
1561,2001,Faroe Islands,FRO,43.247,Original,31.384355518829498,High Growth,
1562,2002,Faroe Islands,FRO,53.2992,Original,23.243693204152894,High Growth,
1563,2003,Faroe Islands,FRO,58.9126,Original,10.531865393852069,Moderate Growth,21.413026836103867
1564,2004,Faroe Islands,FRO,66.5336,Original,12.936112138999146,Moderate Growth,15.441424960691364
1565,2005,Faroe Islands,FRO,67.9026,Original,2.0576069835391397,Stable,8.406478708981457
1566,2006,Faroe Islands,FRO,69.3594,Original,2.1454259483436378,Stable,5.592331479119106
1567,2007,Faroe Islands,FRO,75.98,Original,9.545353621859487,Moderate Growth,4.524818502202432
1568,2008,Faroe Islands,FRO,75.57,Original,-0.5396156883390457,Stable,3.6305189102741275
1569,2009,Faroe Islands,FRO,75.18,Original,-0.5160778086542139,Stable,2.7225199017780533
1570,2010,Faroe Islands,FRO,75.2,Original,0.02660281989890212,Stable,-0.3433730153194592
1571,2011,Faroe Islands,FRO,80.7322,Original,7.356648936170207,Moderate Growth,2.2270405862967024
1572,2012,Faroe Islands,FRO,85.3352,Original,5.701566413401338,Moderate Growth,4.313847244077396
1573,2013,Faroe Islands,FRO,90.0,Original,5.466442921561088,Moderate Growth,6.171565957551239
1574,2014,Faroe Islands,FRO,93.3,Original,3.6666666666666625,Stable,4.940940500094171
1575,2015,Faroe Islands,FRO,94.2,Original,0.9646302250803984,Stable,3.3493058551931743
1576,2016,Faroe Islands,FRO,95.1087,Original,0.9646496815286509,Stable,1.8573982328076388
1577,2017,Faroe Islands,FRO,97.582,Original,2.600498166834364,Stable,1.5070072891736785
1578,2018,Faroe Islands,FRO,100.0,Imputed,2.4779160091000563,Stable,2.0116328288821705
1579,2019,Faroe Islands,FRO,100.0,Imputed,0.0,Stable,1.6857083158520636
1580,2020,Faroe Islands,FRO,100.0,Imputed,0.0,Stable,0.819242098848938
1581,2021,Faroe Islands,FRO,100.0,Imputed,0.0,Stable,0.0
1582,2022,Faroe Islands,FRO,100.0,Imputed,0.0,Stable,0.0
1583,2023,Faroe Islands,FRO,100.0,Imputed,0.0,Stable,0.0
1584,2000,Fiji,FJI,1.49685,Original,,,
1585,2001,Fiji,FJI,1.85798,Original,24.125997928984198,High Growth,
1586,2002,Fiji,FJI,6.15265,Original,200.0,High Growth,
1587,2003,Fiji,FJI,6.72543,Original,9.309484531055713,Moderate Growth,65.01139090474828
1588,2004,Fiji,FJI,7.41294,Original,10.222543391277572,Moderate Growth,58.60485725455309
1589,2005,Fiji,FJI,8.45364,Original,14.038964297566148,Moderate Growth,11.171597478206753
1590,2006,Fiji,FJI,9.60004,Original,13.561022234209164,Moderate Growth,12.594625805885507
1591,2007,Fiji,FJI,10.8978,Original,13.518277007179137,Moderate Growth,13.70584311519063
1592,2008,Fiji,FJI,13.0,Original,19.290131953238276,Moderate Growth,15.424995860137415
1593,2009,Fiji,FJI,17.0,Original,30.76923076923077,High Growth,20.983262828319905
1594,2010,Fiji,FJI,20.0,Original,17.647058823529417,Moderate Growth,22.432594860317458
1595,2011,Fiji,FJI,28.0,Original,39.99999999999999,High Growth,29.14320482462449
1596,2012,Fiji,FJI,33.7424,Original,20.508571428571432,High Growth,25.67310617360361
1597,2013,Fiji,FJI,35.2,Original,4.3197875669780395,Stable,20.73621473595373
1598,2014,Fiji,FJI,37.4,Original,6.249999999999978,Moderate Growth,10.129717101319379
1599,2015,Fiji,FJI,42.5,Original,13.636363636363647,Moderate Growth,7.995166955022048
1600,2016,Fiji,FJI,49.42,Original,16.28235294117648,Moderate Growth,11.974730500409535
1601,2017,Fiji,FJI,65.78,Original,33.10400647511129,High Growth,20.709306730887022
1602,2018,Fiji,FJI,68.9,Original,4.743083003952586,Stable,17.47445276696824
1603,2019,Fiji,FJI,77.1867,Original,12.02714078374456,Moderate Growth,16.023664344062148
1604,2020,Fiji,FJI,83.0267,Original,7.5660703204049495,Moderate Growth,8.070701163015226
1605,2021,Fiji,FJI,81.9,Original,-1.3570333398774115,Stable,5.9306311673701595
1606,2022,Fiji,FJI,85.2199,Original,4.053601953601937,Stable,3.3553230693613045
1607,2023,Fiji,FJI,84.18992154150146,Imputed,-1.208612611019888,Stable,0.4648428785069658
1608,2000,Finland,FIN,37.2485,Original,,,
1609,2001,Finland,FIN,43.1054,Original,15.723854651865189,Moderate Growth,
1610,2002,Finland,FIN,62.43,Original,44.831042050415945,High Growth,
1611,2003,Finland,FIN,69.22,Original,10.876181323081857,Moderate Growth,22.94407455223153
1612,2004,Finland,FIN,72.39,Original,4.579601271308875,Stable,18.863623588269984
1613,2005,Finland,FIN,74.48,Original,2.8871391076115582,Stable,6.059305193758191
1614,2006,Finland,FIN,79.66,Original,6.954887218045092,Moderate Growth,4.7939560735710485
1615,2007,Finland,FIN,80.78,Original,1.405975395430592,Stable,3.723005081019992
1616,2008,Finland,FIN,83.67,Original,3.5776182223322683,Stable,3.954517501503685
1617,2009,Finland,FIN,82.49,Original,-1.4103023783913038,Stable,1.1704466135908032
1618,2010,Finland,FIN,86.89,Original,5.333979876348649,Moderate Growth,2.460227568931672
1619,2011,Finland,FIN,88.71,Original,2.0946023708136696,Stable,1.9688692630079663
1620,2012,Finland,FIN,89.88,Original,1.3189042948934748,Stable,2.9012349064941656
1621,2013,Finland,FIN,91.5144,Original,1.818424566088117,Stable,1.743470270774683
1622,2014,Finland,FIN,86.5304,Original,-5.446137438479626,Moderate Decline,-0.8257989005723387
1623,2015,Finland,FIN,86.4221,Original,-0.12515832586004194,Stable,-1.2992202186238533
1624,2016,Finland,FIN,87.7036,Original,1.4828383017769786,Stable,-1.4077764805170756
1625,2017,Finland,FIN,87.4689,Original,-0.2676058907501999,Stable,0.36023075466340426
1626,2018,Finland,FIN,88.89,Original,1.6246917475811307,Stable,0.9429587745168222
1627,2019,Finland,FIN,89.6074,Original,0.8070649116886042,Stable,0.7184001441925103
1628,2020,Finland,FIN,92.1703,Original,2.8601432470978905,Stable,1.7604718429418797
1629,2021,Finland,FIN,92.8081,Original,0.6919799544972793,Stable,1.4481951989472552
1630,2022,Finland,FIN,92.9888,Original,0.19470283305014213,Stable,1.2423589488636422
1631,2023,Finland,FIN,93.5139,Original,0.5646916617915387,Stable,0.4835699602697474
1632,2000,France,FRA,14.3079,Original,,,
1633,2001,France,FRA,26.3259,Original,83.99555490323527,High Growth,
1634,2002,France,FRA,30.18,Original,14.639955329162536,Moderate Growth,
1635,2003,France,FRA,36.14,Original,19.748177601060313,Moderate Growth,36.18755323745197
1636,2004,France,FRA,39.15,Original,8.328721638074143,Moderate Growth,14.143060499890648
1637,2005,France,FRA,42.87,Original,9.501915708812248,Moderate Growth,12.411674202543278
1638,2006,France,FRA,46.87,Original,9.330534173081407,Moderate Growth,9.052493885401415
1639,2007,France,FRA,66.09,Original,41.00704075101345,High Growth,19.06971894038223
1640,2008,France,FRA,70.68,Original,6.945074897866554,Moderate Growth,18.135661946107874
1641,2009,France,FRA,71.58,Original,1.2733446519524572,Stable,15.159272733715534
1642,2010,France,FRA,77.28,Original,7.963118189438401,Moderate Growth,5.352243193517725
1643,2011,France,FRA,77.82,Original,0.6987577639751441,Stable,3.259867129064653
1644,2012,France,FRA,81.44,Original,4.651760472886157,Stable,4.395558886551942
