,year,country_name,country_code,internet_usage,data_source_x,yoy_growth,growth_category,cagr_3yr,gdp_per_capita,data_source_y,region,incomegroup,specialnotes,tablename
911,2023,Central African Republic,CAF,7.655045778791646,Imputed,5.53789184085447,Moderate Growth,-3.6772715675977055,495.9788972,Original,Sub-Saharan Africa,Low income,,Central African Republic
912,2000,Chad,TCD,0.0357071,Original,,,,163.1216637,Original,Sub-Saharan Africa,Low income,,Chad
913,2001,Chad,TCD,0.0459341,Original,28.64136264216361,High Growth,,194.3229533,Original,Sub-Saharan Africa,Low income,,Chad
914,2002,Chad,TCD,0.16607,Original,200.0,High Growth,,219.061392,Original,Sub-Saharan Africa,Low income,,Chad
915,2003,Chad,TCD,0.320309,Original,92.87589570662976,High Growth,100.0,289.0876211,Original,Sub-Saharan Africa,Low income,,Chad
916,2004,Chad,TCD,0.36092,Original,12.678694635492604,Moderate Growth,98.80405833101736,445.8507672,Original,Sub-Saharan Africa,Low income,,Chad
917,2005,Chad,TCD,0.399258,Original,10.622298570320288,Moderate Growth,33.96380685937264,643.8079293,Original,Sub-Saharan Africa,Low income,,Chad
918,2006,Chad,TCD,0.581046,Original,45.5314608598951,High Growth,21.958982218869476,693.8545918,Original,Sub-Saharan Africa,Low income,,Chad
919,2007,Chad,TCD,0.847225,Original,45.81031450177784,High Growth,32.90131290356422,780.581406,Original,Sub-Saharan Africa,Low income,,Chad
920,2008,Chad,TCD,1.19,Original,40.45855587358729,High Growth,43.912254946276285,905.6784319,Original,Sub-Saharan Africa,Low income,,Chad
921,2009,Chad,TCD,1.5,Original,26.050420168067223,High Growth,37.18087892810831,781.143474,Original,Sub-Saharan Africa,Low income,,Chad
922,2010,Chad,TCD,1.7,Original,13.33333333333333,Moderate Growth,26.129513218547995,866.4396809,Original,Sub-Saharan Africa,Low income,,Chad
923,2011,Chad,TCD,1.9,Original,11.764705882352944,Moderate Growth,16.878746846080638,954.3168729,Original,Sub-Saharan Africa,Low income,,Chad
924,2012,Chad,TCD,2.1,Original,10.526315789473696,Moderate Growth,11.86889420813968,936.141445,Original,Sub-Saharan Africa,Low income,,Chad
925,2013,Chad,TCD,2.5,Original,19.047619047619047,Moderate Growth,13.71830097629767,946.1295831,Original,Sub-Saharan Africa,Low income,,Chad
926,2014,Chad,TCD,2.9,Original,15.999999999999991,Moderate Growth,15.136970746415225,982.5275631,Original,Sub-Saharan Africa,Low income,,Chad
927,2015,Chad,TCD,3.5,Original,20.68965517241379,High Growth,18.56311014966876,747.5884485,Original,Sub-Saharan Africa,Low income,,Chad
928,2016,Chad,TCD,5.8,Original,65.71428571428571,High Growth,32.382118960524586,668.0786361,Original,Sub-Saharan Africa,Low income,,Chad
929,2017,Chad,TCD,6.4,Original,10.344827586206897,Moderate Growth,30.19490589506704,640.1170485,Original,Sub-Saharan Africa,Low income,,Chad
930,2018,Chad,TCD,7.0,Original,9.375,Moderate Growth,25.99210498948732,695.6423937,Original,Sub-Saharan Africa,Low income,,Chad
931,2019,Chad,TCD,7.6,Original,8.571428571428562,Moderate Growth,9.4280179274302,678.1420357,Original,Sub-Saharan Africa,Low income,,Chad
932,2020,Chad,TCD,8.34311,Original,9.777763157894736,Moderate Growth,9.240244928039475,622.0955434,Original,Sub-Saharan Africa,Low income,,Chad
933,2021,Chad,TCD,11.0057,Original,31.913638918820443,High Growth,16.280407067676418,660.7471926,Original,Sub-Saharan Africa,Low income,,Chad
934,2022,Chad,TCD,12.1839,Original,10.705361767084344,Moderate Growth,17.03728659990478,671.7201476,Original,Sub-Saharan Africa,Low income,,Chad
935,2023,Chad,TCD,9.35766254505927,Imputed,-23.196492542952008,Significant Decline,3.899423229159149,680.6398779,Original,Sub-Saharan Africa,Low income,,Chad
936,2000,Channel Islands,CHI,38.22598811736259,Imputed,,,,43479.19408,Original,Europe & Central Asia,High income,,Channel Islands
937,2001,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,,41873.74061,Original,Europe & Central Asia,High income,,Channel Islands
938,2002,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,,44459.73182,Original,Europe & Central Asia,High income,,Channel Islands
939,2003,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,48570.77966,Original,Europe & Central Asia,High income,,Channel Islands
940,2004,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,56259.53442,Original,Europe & Central Asia,High income,,Channel Islands
941,2005,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,57647.11889,Original,Europe & Central Asia,High income,,Channel Islands
942,2006,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,62745.10066,Original,Europe & Central Asia,High income,,Channel Islands
943,2007,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,74139.97799,Original,Europe & Central Asia,High income,,Channel Islands
944,2008,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,100.0,Imputed,Europe & Central Asia,High income,,Channel Islands
945,2009,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,57778.54029,Original,Europe & Central Asia,High income,,Channel Islands
946,2010,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,56121.63866,Original,Europe & Central Asia,High income,,Channel Islands
947,2011,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,60419.23251,Original,Europe & Central Asia,High income,,Channel Islands
948,2012,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,58813.93665,Original,Europe & Central Asia,High income,,Channel Islands
949,2013,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,59304.85125,Original,Europe & Central Asia,High income,,Channel Islands
950,2014,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,64700.74257,Original,Europe & Central Asia,High income,,Channel Islands
951,2015,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,61852.07365,Original,Europe & Central Asia,High income,,Channel Islands
952,2016,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,55950.14854,Original,Europe & Central Asia,High income,,Channel Islands
953,2017,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,55806.57091,Original,Europe & Central Asia,High income,,Channel Islands
954,2018,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,60783.35331,Original,Europe & Central Asia,High income,,Channel Islands
955,2019,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,60568.10853,Original,Europe & Central Asia,High income,,Channel Islands
956,2020,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,56785.94024,Original,Europe & Central Asia,High income,,Channel Islands
957,2021,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,66912.17501,Original,Europe & Central Asia,High income,,Channel Islands
958,2022,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,67627.30823,Original,Europe & Central Asia,High income,,Channel Islands
959,2023,Channel Islands,CHI,38.22598811736259,Imputed,0.0,Stable,0.0,74589.13802,Original,Europe & Central Asia,High income,,Channel Islands
960,2000,Chile,CHL,16.6,Original,,,,5052.992458,Original,Latin America & Caribbean,High income,,Chile
961,2001,Chile,CHL,19.1,Original,15.060240963855431,Moderate Growth,,4563.595299,Original,Latin America & Caribbean,High income,,Chile
962,2002,Chile,CHL,22.1,Original,15.706806282722518,Moderate Growth,,4430.847412,Original,Latin America & Caribbean,High income,,Chile
963,2003,Chile,CHL,25.4738,Original,15.266063348416292,Moderate Growth,15.344055080983754,4773.401775,Original,Latin America & Caribbean,High income,,Chile
964,2004,Chile,CHL,28.1779,Original,10.615220344039766,Moderate Growth,13.839178242238836,6120.591521,Original,Latin America & Caribbean,High income,,Chile
965,2005,Chile,CHL,31.1753,Original,10.637414427618808,Moderate Growth,12.151767541186365,7480.32331,Original,Latin America & Caribbean,High income,,Chile
966,2006,Chile,CHL,34.4978,Original,10.657475629745328,Moderate Growth,10.636702121109764,9318.656553,Original,Latin America & Caribbean,High income,,Chile
967,2007,Chile,CHL,35.9,Original,4.064607018418576,Stable,8.408152119671941,10346.41382,Original,Latin America & Caribbean,High income,,Chile
968,2008,Chile,CHL,37.3,Original,3.899721448467952,Stable,6.161259770223304,10683.21888,Original,Latin America & Caribbean,High income,,Chile
969,2009,Chile,CHL,41.56,Original,11.420911528150146,Moderate Growth,6.404839167307563,10098.80172,Original,Latin America & Caribbean,High income,,Chile
970,2010,Chile,CHL,45.0,Original,8.27718960538979,Moderate Growth,7.821661956391068,12632.87047,Original,Latin America & Caribbean,High income,,Chile
971,2011,Chile,CHL,52.2496,Original,16.110222222222227,Moderate Growth,11.890027195570465,14487.39278,Original,Latin America & Caribbean,High income,,Chile
972,2012,Chile,CHL,55.05,Original,5.359658255756972,Moderate Growth,9.823158078737436,15241.907,Original,Latin America & Caribbean,High income,,Chile
973,2013,Chile,CHL,58.0,Original,5.35876475930972,Moderate Growth,8.827460068632798,15683.54864,Original,Latin America & Caribbean,High income,,Chile
974,2014,Chile,CHL,61.11,Original,5.3620689655172304,Moderate Growth,5.360163984285848,14529.67672,Original,Latin America & Caribbean,High income,,Chile
975,2015,Chile,CHL,76.6296,Original,25.39617083946981,High Growth,11.655403433168487,13433.9203,Original,Latin America & Caribbean,High income,,Chile
976,2016,Chile,CHL,83.5586,Original,9.042197793019934,Moderate Growth,12.941717333664894,13649.85205,Original,Latin America & Caribbean,High income,,Chile
977,2017,Chile,CHL,82.3275,Original,-1.4733372746790874,Stable,10.444530824691832,14879.90862,Original,Latin America & Caribbean,High income,,Chile
978,2018,Chile,CHL,84.9,Original,3.1247153138380224,Stable,3.475383316820513,15659.48087,Original,Latin America & Caribbean,High income,,Chile
979,2019,Chile,CHL,85.0176,Original,0.1385159010600656,Stable,0.5786715981841439,14495.71672,Original,Latin America & Caribbean,High income,,Chile
980,2020,Chile,CHL,87.4593,Original,2.871993563685637,Stable,2.0360621887771213,13114.81547,Original,Latin America & Caribbean,High income,,Chile
981,2021,Chile,CHL,88.8045,Original,1.5380868586874152,Stable,1.510062315241334,16216.57065,Original,Latin America & Caribbean,High income,,Chile
982,2022,Chile,CHL,90.6769,Original,2.108451711343462,Stable,2.1713835675822635,15451.13196,Original,Latin America & Caribbean,High income,,Chile
983,2023,Chile,CHL,94.1192,Original,3.79622594067508,Stable,2.476451074537289,17067.81362,Original,Latin America & Caribbean,High income,,Chile
984,2000,China,CHN,1.77591,Original,,,,959.3604314,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
985,2001,China,CHN,2.63965,Original,48.63647369517599,High Growth,,1053.112314,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
986,2002,China,CHN,4.5957,Original,74.102627242248,High Growth,,1148.514257,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
987,2003,China,CHN,6.2,Original,34.90871901995345,High Growth,51.70162943572518,1288.637491,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
988,2004,China,CHN,7.3,Original,17.741935483870954,Moderate Growth,40.36500258326399,1508.667916,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
989,2005,China,CHN,8.52326,Original,16.75698630136988,Moderate Growth,22.8621248336534,1753.414192,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
990,2006,China,CHN,10.5232,Original,23.464495979237967,High Growth,19.28487460040518,2099.21943,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
991,2007,China,CHN,16.0,Original,52.04500532157519,High Growth,29.89697600736698,2693.958732,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
992,2008,China,CHN,22.6,Original,41.25000000000001,High Growth,38.410031499873966,3468.327063,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
993,2009,China,CHN,28.9,Original,27.87610619469025,High Growth,40.03932413396916,3832.227457,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
994,2010,China,CHN,34.3,Original,18.685121107266436,Moderate Growth,28.941102452413524,4550.473944,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
995,2011,China,CHN,38.3,Original,11.66180758017492,Moderate Growth,19.22393315243973,5614.386022,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
996,2012,China,CHN,42.3001,Original,10.444125326370756,Moderate Growth,13.539728251182948,6300.58218,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
997,2013,China,CHN,45.8,Original,8.273975711641345,Moderate Growth,10.117696830857035,7020.386074,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
998,2014,China,CHN,47.9,Original,4.585152838427953,Stable,7.740481758238205,7636.07434,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
999,2015,China,CHN,50.3,Original,5.0104384133611735,Moderate Growth,5.943796131462875,8016.445595,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
1000,2016,China,CHN,53.2,Original,5.765407554671986,Moderate Growth,5.119201055394584,8094.390167,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
1001,2017,China,CHN,54.3,Original,2.0676691729323293,Stable,4.2688952333234775,8817.045608,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
1002,2018,China,CHN,59.2,Original,9.023941068139973,Moderate Growth,5.580708956670177,9905.406383,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
1003,2019,China,CHN,64.0809,Original,8.244763513513508,Moderate Growth,6.399353746072478,10143.86022,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
1004,2020,China,CHN,70.0528,Original,9.31931355520912,Moderate Growth,8.861727819288268,10408.71955,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
